date,time,latitude,longitude,scientific_name,common_name
6/21/21,16:14:04 UTC,27.11237217,-82.46858333,Centropomus undecimalis,Common Snook
,,27.650705,-82.741281,Centropomus undecimalis,Common Snook
6/9/21,18:30:00 UTC,29.09926735,-83.0680602,Centropomus undecimalis,Common Snook
6/18/21,13:02:43 UTC,16.28036762,-61.61613196,Centropomus undecimalis,Common Snook
6/19/21,16:29:00 UTC,27.58117587,-82.7656909,Centropomus undecimalis,Common Snook
6/25/21,21:23:18 UTC,25.95638569,-81.75301646,Centropomus undecimalis,Common Snook
6/16/21,15:20:24 UTC,26.904993,-82.346964,Centropomus undecimalis,Common Snook
6/21/21,18:01:00 UTC,24.741965,-77.86163333,Centropomus undecimalis,Common Snook
6/26/21,01:21:17 UTC,27.179955,-82.49687167,Centropomus undecimalis,Common Snook
6/24/21,20:31:29 UTC,27.1123055,-82.468995,Centropomus undecimalis,Common Snook
6/24/21,20:42:34 UTC,27.11221117,-82.46932167,Centropomus undecimalis,Common Snook
6/27/21,17:12:16 UTC,20.49434033,-87.23636113,Centropomus undecimalis,Common Snook
6/27/21,17:09:26 UTC,27.11311383,-82.46903333,Centropomus undecimalis,Common Snook
6/29/21,18:23:07 UTC,26.11183744,-97.16812581,Centropomus undecimalis,Common Snook
6/30/21,01:14:01 UTC,15.669513,-96.575415,Centropomus undecimalis,Common Snook
6/30/21,23:36:31 UTC,27.11307217,-82.46891667,Centropomus undecimalis,Common Snook
6/30/21,23:27:59 UTC,27.113325,-82.46798,Centropomus undecimalis,Common Snook
7/1/21,20:53:00 UTC,25.76186504,-80.12489251,Centropomus undecimalis,Common Snook
7/1/21,19:00:00 UTC,27.86058817,-80.44936189,Centropomus undecimalis,Common Snook
7/3/21,23:55:44 UTC,27.11301667,-82.46942167,Centropomus undecimalis,Common Snook
7/4/21,14:06:34 UTC,27.11306383,-82.46861333,Centropomus undecimalis,Common Snook
3/12/21,17:44:30 UTC,25.137281,-80.93197397,Centropomus undecimalis,Common Snook
7/7/21,19:41:00 UTC,26.0579669,-80.10894368,Centropomus undecimalis,Common Snook
7/10/21,14:18:20 UTC,28.25999167,-80.68248667,Centropomus undecimalis,Common Snook
7/11/21,18:54:22 UTC,20.49435667,-87.23636616,Centropomus undecimalis,Common Snook
7/11/21,21:01:06 UTC,20.49470464,-87.23656666,Centropomus undecimalis,Common Snook
7/11/21,21:02:15 UTC,20.49428663,-87.23639566,Centropomus undecimalis,Common Snook
7/11/21,12:55:00 UTC,20.49458687,-87.23651972,Centropomus undecimalis,Common Snook
7/6/21,22:43:00 UTC,27.47113323,-80.28765554,Centropomus undecimalis,Common Snook
7/13/21,19:55:13 UTC,26.2165783,-81.8141513,Centropomus undecimalis,Common Snook
7/10/21,01:27:41 UTC,26.94636917,-80.0828476,Centropomus undecimalis,Common Snook
7/15/21,22:22:37 UTC,25.14364717,-80.92257833,Centropomus undecimalis,Common Snook
7/18/21,02:20:00 UTC,28.5174957,-82.5725991,Centropomus undecimalis,Common Snook
7/20/21,17:03:00 UTC,27.73894333,-82.75348,Centropomus undecimalis,Common Snook
7/21/21,04:22:11 UTC,20.49438022,-87.23639231,Centropomus undecimalis,Common Snook
7/20/21,19:22:00 UTC,27.75720167,-82.766345,Centropomus undecimalis,Common Snook
7/21/21,04:21:58 UTC,20.49450019,-87.23633263,Centropomus undecimalis,Common Snook
7/21/21,14:55:00 UTC,28.0064499,-83.0331679,Centropomus undecimalis,Common Snook
7/20/21,17:08:00 UTC,26.8568631,-80.0724055,Centropomus undecimalis,Common Snook
7/19/21,19:28:29 UTC,27.7188158,-82.74167322,Centropomus undecimalis,Common Snook
7/23/21,15:49:00 UTC,27.76996012,-82.74255747,Centropomus undecimalis,Common Snook
7/19/21,22:24:37 UTC,27.77022233,-82.77535267,Centropomus undecimalis,Common Snook
7/20/21,18:06:05 UTC,27.89226765,-82.53275313,Centropomus undecimalis,Common Snook
7/2/21,23:43:00 UTC,28.87445117,-80.82930374,Centropomus undecimalis,Common Snook
7/28/21,19:06:00 UTC,27.43633589,-82.68962679,Centropomus undecimalis,Common Snook
7/28/21,19:41:00 UTC,27.33476697,-82.58415067,Centropomus undecimalis,Common Snook
7/28/21,14:31:01 UTC,27.29725833,-82.56838333,Centropomus undecimalis,Common Snook
7/30/21,14:57:56 UTC,20.69196686,-87.0285875,Centropomus undecimalis,Common Snook
7/30/21,22:23:00 UTC,25.76323458,-80.12824016,Centropomus undecimalis,Common Snook
7/29/21,17:38:00 UTC,27.07289707,-82.45162082,Centropomus undecimalis,Common Snook
7/30/21,15:19:40 UTC,25.47038667,-80.346505,Centropomus undecimalis,Common Snook
8/1/21,19:47:00 UTC,26.31187066,-80.07531881,Centropomus undecimalis,Common Snook
1/16/21,09:40:00 UTC,27.30498658,-82.54396286,Centropomus undecimalis,Common Snook
8/5/21,18:00:00 UTC,27.26736111,-82.56043889,Centropomus undecimalis,Common Snook
8/5/21,17:54:00 UTC,27.26571389,-82.55667778,Centropomus undecimalis,Common Snook
7/23/21,14:16:28 UTC,26.94617,-80.0831,Centropomus undecimalis,Common Snook
4/4/11,05:14:00 UTC,15.49429038,-89.40559078,Centropomus undecimalis,Common Snook
8/8/21,11:24:49 UTC,27.70137024,-82.69310761,Centropomus undecimalis,Common Snook
7/4/21,10:26:00 UTC,27.52647,-82.72618,Centropomus undecimalis,Common Snook
8/13/21,12:13:00 UTC,27.05622978,-82.44304931,Centropomus undecimalis,Common Snook
8/13/21,12:13:00 UTC,27.05619156,-82.44300908,Centropomus undecimalis,Common Snook
8/14/21,23:00:25 UTC,,,Centropomus undecimalis,Common Snook
8/16/21,19:30:00 UTC,25.78322393,-80.27398723,Centropomus undecimalis,Common Snook
8/20/21,13:15:54 UTC,26.07811667,-80.10987783,Centropomus undecimalis,Common Snook
8/17/21,22:13:00 UTC,18.23168902,-91.77342459,Centropomus undecimalis,Common Snook
,,16.10054011,-94.13591433,Centropomus undecimalis,Common Snook
8/28/21,14:19:28 UTC,,,Centropomus undecimalis,Common Snook
10/9/14,00:48:00 UTC,26.8752122,-82.3221275,Centropomus undecimalis,Common Snook
8/30/21,16:08:27 UTC,25.76978118,-80.13241522,Centropomus undecimalis,Common Snook
8/24/21,18:55:59 UTC,27.10093333,-82.43393,Centropomus undecimalis,Common Snook
9/2/21,15:55:33 UTC,26.36640549,-80.07035828,Centropomus undecimalis,Common Snook
,,25.53735122,-80.33261482,Centropomus undecimalis,Common Snook
9/5/21,13:38:37 UTC,29.64809597,-81.22014797,Centropomus undecimalis,Common Snook
9/9/21,12:31:04 UTC,25.85730544,-80.13049058,Centropomus undecimalis,Common Snook
9/10/21,16:32:11 UTC,27.33418333,-82.54563,Centropomus undecimalis,Common Snook
9/10/21,16:33:02 UTC,27.33414167,-82.545455,Centropomus undecimalis,Common Snook
9/13/21,22:55:17 UTC,26.5455275,-80.04419327,Centropomus undecimalis,Common Snook
9/15/21,23:57:05 UTC,26.71382833,-81.59834167,Centropomus undecimalis,Common Snook
9/16/21,13:20:20 UTC,26.09071745,-80.11187189,Centropomus undecimalis,Common Snook
9/16/21,22:56:00 UTC,27.43915343,-82.68051445,Centropomus undecimalis,Common Snook
9/18/21,23:01:00 UTC,26.5456262,-80.0428191,Centropomus undecimalis,Common Snook
